feature,estimateparameter,estimate,activity,subjectid,mean(value)
tBodyGyroJerk,Y,mean(),STANDING,3,-0.0472415819016393
tBodyGyroJerk,Y,mean(),STANDING,4,-0.0461257201357143
tBodyGyroJerk,Y,mean(),STANDING,5,-0.0399108188821429
tBodyGyroJerk,Y,mean(),STANDING,6,-0.0428828304736842
tBodyGyroJerk,Y,mean(),STANDING,7,-0.0412797611886792
tBodyGyroJerk,Y,mean(),STANDING,8,-0.0485190684259259
tBodyGyroJerk,Y,mean(),STANDING,9,-0.0419199574333333
tBodyGyroJerk,Y,mean(),STANDING,10,-0.0371593000727273
tBodyGyroJerk,Y,mean(),STANDING,11,-0.0395992140851064
tBodyGyroJerk,Y,mean(),STANDING,12,-0.0409520826508197
tBodyGyroJerk,Y,mean(),STANDING,13,-0.0412872577807018
tBodyGyroJerk,Y,mean(),STANDING,14,-0.04500967927
tBodyGyroJerk,Y,mean(),STANDING,15,-0.0438507492018868
tBodyGyroJerk,Y,mean(),STANDING,16,-0.0424982241410256
tBodyGyroJerk,Y,mean(),STANDING,17,-0.0404518753974359
tBodyGyroJerk,Y,mean(),STANDING,18,-0.0406573412739726
tBodyGyroJerk,Y,mean(),STANDING,19,-0.0422918533780822
tBodyGyroJerk,Y,mean(),STANDING,20,-0.0432152397506849
tBodyGyroJerk,Y,mean(),STANDING,21,-0.0404300756516854
tBodyGyroJerk,Y,mean(),STANDING,22,-0.0420998733444444
tBodyGyroJerk,Y,mean(),STANDING,23,-0.0416774165735294
tBodyGyroJerk,Y,mean(),STANDING,24,-0.0431738608
tBodyGyroJerk,Y,mean(),STANDING,25,-0.0418294632148649
tBodyGyroJerk,Y,mean(),STANDING,26,-0.0409011992972973
tBodyGyroJerk,Y,mean(),STANDING,27,-0.0417471753375
tBodyGyroJerk,Y,mean(),STANDING,28,-0.0431364662518987
tBodyGyroJerk,Y,mean(),STANDING,29,-0.0405110578461539
tBodyGyroJerk,Y,mean(),STANDING,30,-0.0437759700423729
tBodyGyroJerk,Y,mean(),WALKING,1,-0.0398428709463158
tBodyGyroJerk,Y,mean(),WALKING,2,-0.0538299449067797
tBodyGyroJerk,Y,mean(),WALKING,3,-0.0387874651724138
tBodyGyroJerk,Y,mean(),WALKING,4,-0.0393474489133333
tBodyGyroJerk,Y,mean(),WALKING,5,-0.0449559531089286
tBodyGyroJerk,Y,mean(),WALKING,6,-0.0362308971842105
tBodyGyroJerk,Y,mean(),WALKING,7,-0.0447766029745614
tBodyGyroJerk,Y,mean(),WALKING,8,-0.0314880905541667
tBodyGyroJerk,Y,mean(),WALKING,9,-0.0356283427038462
tBodyGyroJerk,Y,mean(),WALKING,10,-0.0519204981037736
tBodyGyroJerk,Y,mean(),WALKING,11,-0.0514172549559322
tBodyGyroJerk,Y,mean(),WALKING,12,-0.049852604592
tBodyGyroJerk,Y,mean(),WALKING,13,-0.0319849271912281
tBodyGyroJerk,Y,mean(),WALKING,14,-0.0438969529084746
tBodyGyroJerk,Y,mean(),WALKING,15,-0.0552536572125926
tBodyGyroJerk,Y,mean(),WALKING,16,-0.0433876843176471
tBodyGyroJerk,Y,mean(),WALKING,17,-0.0379251328622951
tBodyGyroJerk,Y,mean(),WALKING,18,-0.0433771125875
tBodyGyroJerk,Y,mean(),WALKING,19,-0.0307128442115385
tBodyGyroJerk,Y,mean(),WALKING,20,-0.0514175758627451
tBodyGyroJerk,Y,mean(),WALKING,21,-0.0515650260576923
tBodyGyroJerk,Y,mean(),WALKING,22,-0.0321910702173913
tBodyGyroJerk,Y,mean(),WALKING,23,-0.0516704755661017
tBodyGyroJerk,Y,mean(),WALKING,24,-0.0502895008551724
tBodyGyroJerk,Y,mean(),WALKING,25,-0.0398986518064865
tBodyGyroJerk,Y,mean(),WALKING,26,-0.0456538283033898
tBodyGyroJerk,Y,mean(),WALKING,27,-0.0476974404561404
tBodyGyroJerk,Y,mean(),WALKING,28,-0.0515394449611111
tBodyGyroJerk,Y,mean(),WALKING,29,-0.0479898124113208
tBodyGyroJerk,Y,mean(),WALKING,30,-0.0617028868769231
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,1,-0.0439902783367347
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,2,-0.0421470257531915
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,3,-0.0391567930959184
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,4,-0.0348434913444444
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,5,-0.0708296588478723
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,6,-0.0768089915604167
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,7,-0.0381904275744681
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,8,-0.0534969692794737
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,9,-0.0597608334619048
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,10,-0.0489378053157895
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,11,-0.0520272987304348
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,12,-0.0609177195869565
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,13,-0.0669414080765958
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,14,-0.0740589810844445
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,15,-0.0495415503071429
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,16,-0.0567686629753192
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,17,-0.0381702367441304
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,18,-0.0509120258890909
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,19,-0.0394612603358974
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,20,-0.0577371504488889
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,21,-0.07359521674
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,22,-0.0355171408083333
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,23,-0.0352891614740741
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,24,-0.0291766311418182
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,25,-0.0415203345874138
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,26,-0.037268109685
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,27,-0.0642023574227273
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,28,-0.0570410865136957
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,29,-0.0671482305364583
tBodyGyroJerk,Y,mean(),WALKING_DOWNSTAIRS,30,-0.0496807640258065
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,1,-0.0421485884509434
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,2,-0.0424053708458333
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,3,-0.0400372510491525
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,4,-0.0390508828865385
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,5,-0.0559895777393617
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,6,-0.0457705354509804
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,7,-0.0482219105196078
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,8,-0.027919577097561
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,9,-0.0302797452408163
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,10,-0.0372348522521277
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,11,-0.0719834687944445
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,12,-0.0335406569057692
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,13,-0.0453051954036364
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,14,-0.0207749732407407
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,15,-0.0365419164020833
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,16,-0.0296211298558824
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,17,-0.0414496328508333
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,18,-0.0527472610827586
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,19,-0.0346288461475
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,20,-0.0189816250372549
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,21,-0.0132022768074468
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,22,-0.0381312609738095
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,23,-0.0523943787039216
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,24,-0.0317350582050847
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,25,-0.0281452998369231
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,26,-0.0386244096705455
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,27,-0.0509235220237255
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,28,-0.0492552129156863
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,29,-0.0511035119816327
tBodyGyroJerk,Y,mean(),WALKING_UPSTAIRS,30,-0.0141113353615385
tBodyGyroJerk,Y,std(),LAYING,1,-0.9679072436
tBodyGyroJerk,Y,std(),LAYING,2,-0.989567537916667
tBodyGyroJerk,Y,std(),LAYING,3,-0.986762741935484
tBodyGyroJerk,Y,std(),LAYING,4,-0.986855629814815
tBodyGyroJerk,Y,std(),LAYING,5,-0.983759479230769
tBodyGyroJerk,Y,std(),LAYING,6,-0.958628819649123
tBodyGyroJerk,Y,std(),LAYING,7,-0.976483727307692
tBodyGyroJerk,Y,std(),LAYING,8,-0.974186451851852
tBodyGyroJerk,Y,std(),LAYING,9,-0.9621702422
tBodyGyroJerk,Y,std(),LAYING,10,-0.966621040344828
tBodyGyroJerk,Y,std(),LAYING,11,-0.990845724736842
tBodyGyroJerk,Y,std(),LAYING,12,-0.965900370833333
tBodyGyroJerk,Y,std(),LAYING,13,-0.978854747419355
tBodyGyroJerk,Y,std(),LAYING,14,-0.968042893529412
tBodyGyroJerk,Y,std(),LAYING,15,-0.980482834444444
tBodyGyroJerk,Y,std(),LAYING,16,-0.989046576
tBodyGyroJerk,Y,std(),LAYING,17,-0.983135596619718
tBodyGyroJerk,Y,std(),LAYING,18,-0.990547638769231
tBodyGyroJerk,Y,std(),LAYING,19,-0.984607728915663
tBodyGyroJerk,Y,std(),LAYING,20,-0.981540062058824
tBodyGyroJerk,Y,std(),LAYING,21,-0.981998497777778
tBodyGyroJerk,Y,std(),LAYING,22,-0.980484171388889
tBodyGyroJerk,Y,std(),LAYING,23,-0.979427763472222
tBodyGyroJerk,Y,std(),LAYING,24,-0.978091312777778
tBodyGyroJerk,Y,std(),LAYING,25,-0.971564323013699
tBodyGyroJerk,Y,std(),LAYING,26,-0.989063341973684
tBodyGyroJerk,Y,std(),LAYING,27,-0.993025877297297
tBodyGyroJerk,Y,std(),LAYING,28,-0.98039978225
tBodyGyroJerk,Y,std(),LAYING,29,-0.997081575652174
tBodyGyroJerk,Y,std(),LAYING,30,-0.980357062142857
tBodyGyroJerk,Y,std(),SITTING,1,-0.989518068510638
tBodyGyroJerk,Y,std(),SITTING,2,-0.990889614782609
tBodyGyroJerk,Y,std(),SITTING,3,-0.978635908653846
tBodyGyroJerk,Y,std(),SITTING,4,-0.984441358
tBodyGyroJerk,Y,std(),SITTING,5,-0.975433911363636
tBodyGyroJerk,Y,std(),SITTING,6,-0.961780726363636
tBodyGyroJerk,Y,std(),SITTING,7,-0.981024680625
tBodyGyroJerk,Y,std(),SITTING,8,-0.98887627673913
tBodyGyroJerk,Y,std(),SITTING,9,-0.9719274472
tBodyGyroJerk,Y,std(),SITTING,10,-0.992584494814815
tBodyGyroJerk,Y,std(),SITTING,11,-0.988554820188679
tBodyGyroJerk,Y,std(),SITTING,12,-0.979347830784314
tBodyGyroJerk,Y,std(),SITTING,13,-0.991773350204082
tBodyGyroJerk,Y,std(),SITTING,14,-0.986911323888889
tBodyGyroJerk,Y,std(),SITTING,15,-0.990313307966102
tBodyGyroJerk,Y,std(),SITTING,16,-0.990621793333333
tBodyGyroJerk,Y,std(),SITTING,17,-0.9949818809375
tBodyGyroJerk,Y,std(),SITTING,18,-0.994224162105263
tBodyGyroJerk,Y,std(),SITTING,19,-0.987465915068493
tBodyGyroJerk,Y,std(),SITTING,20,-0.979684097272727
tBodyGyroJerk,Y,std(),SITTING,21,-0.989722663529412
tBodyGyroJerk,Y,std(),SITTING,22,-0.980275619354839
tBodyGyroJerk,Y,std(),SITTING,23,-0.980727445294118
tBodyGyroJerk,Y,std(),SITTING,24,-0.989780810588235
tBodyGyroJerk,Y,std(),SITTING,25,-0.991315767692308
tBodyGyroJerk,Y,std(),SITTING,26,-0.993139833846154
tBodyGyroJerk,Y,std(),SITTING,27,-0.992226442142857
tBodyGyroJerk,Y,std(),SITTING,28,-0.980713868611111
tBodyGyroJerk,Y,std(),SITTING,29,-0.995319164666667
tBodyGyroJerk,Y,std(),SITTING,30,-0.992491322903226
tBodyGyroJerk,Y,std(),STANDING,1,-0.995137917358491
tBodyGyroJerk,Y,std(),STANDING,2,-0.983447258518519
tBodyGyroJerk,Y,std(),STANDING,3,-0.968433747868852
tBodyGyroJerk,Y,std(),STANDING,4,-0.976065174642857
tBodyGyroJerk,Y,std(),STANDING,5,-0.961177741607143
tBodyGyroJerk,Y,std(),STANDING,6,-0.96242216368421
tBodyGyroJerk,Y,std(),STANDING,7,-0.97683775735849
tBodyGyroJerk,Y,std(),STANDING,8,-0.985508765185185
tBodyGyroJerk,Y,std(),STANDING,9,-0.975036530444445
tBodyGyroJerk,Y,std(),STANDING,10,-0.976445016590909
tBodyGyroJerk,Y,std(),STANDING,11,-0.995571631276596
tBodyGyroJerk,Y,std(),STANDING,12,-0.971195487377049
tBodyGyroJerk,Y,std(),STANDING,13,-0.980982661403509
tBodyGyroJerk,Y,std(),STANDING,14,-0.9706929555
tBodyGyroJerk,Y,std(),STANDING,15,-0.988107413962264
tBodyGyroJerk,Y,std(),STANDING,16,-0.992589441153846
tBodyGyroJerk,Y,std(),STANDING,17,-0.993699908589744
tBodyGyroJerk,Y,std(),STANDING,18,-0.991151973150685
tBodyGyroJerk,Y,std(),STANDING,19,-0.988096672191781
tBodyGyroJerk,Y,std(),STANDING,20,-0.947633070684932
tBodyGyroJerk,Y,std(),STANDING,21,-0.976815894044944
tBodyGyroJerk,Y,std(),STANDING,22,-0.984900134285714
tBodyGyroJerk,Y,std(),STANDING,23,-0.972509523235294
tBodyGyroJerk,Y,std(),STANDING,24,-0.981983572028985
tBodyGyroJerk,Y,std(),STANDING,25,-0.98724214
tBodyGyroJerk,Y,std(),STANDING,26,-0.989766989864865
tBodyGyroJerk,Y,std(),STANDING,27,-0.990798007875
tBodyGyroJerk,Y,std(),STANDING,28,-0.972977006708861
tBodyGyroJerk,Y,std(),STANDING,29,-0.995533113076923
tBodyGyroJerk,Y,std(),STANDING,30,-0.968135006271186
tBodyGyroJerk,Y,std(),WALKING,1,-0.304468510631579
tBodyGyroJerk,Y,std(),WALKING,2,-0.634140436101695
tBodyGyroJerk,Y,std(),WALKING,3,-0.639087984137931
tBodyGyroJerk,Y,std(),WALKING,4,-0.807419937
tBodyGyroJerk,Y,std(),WALKING,5,-0.57143812375
tBodyGyroJerk,Y,std(),WALKING,6,-0.416390246140351
tBodyGyroJerk,Y,std(),WALKING,7,-0.174136410738597
tBodyGyroJerk,Y,std(),WALKING,8,-0.428055700208333
tBodyGyroJerk,Y,std(),WALKING,9,-0.549200228076923
tBodyGyroJerk,Y,std(),WALKING,10,-0.509683327924528
tBodyGyroJerk,Y,std(),WALKING,11,-0.737993755932203
tBodyGyroJerk,Y,std(),WALKING,12,-0.581290691
tBodyGyroJerk,Y,std(),WALKING,13,-0.35776089977193
tBodyGyroJerk,Y,std(),WALKING,14,-0.536737701694915
tBodyGyroJerk,Y,std(),WALKING,15,-0.702402935925926
tBodyGyroJerk,Y,std(),WALKING,16,-0.712237752941177
tBodyGyroJerk,Y,std(),WALKING,17,-0.560203489016393
tBodyGyroJerk,Y,std(),WALKING,18,-0.694925789464286
tBodyGyroJerk,Y,std(),WALKING,19,-0.291594827626923
tBodyGyroJerk,Y,std(),WALKING,20,-0.127554090666667
tBodyGyroJerk,Y,std(),WALKING,21,-0.482854309807692
tBodyGyroJerk,Y,std(),WALKING,22,-0.651875468913044
tBodyGyroJerk,Y,std(),WALKING,23,0.295945926186441
tBodyGyroJerk,Y,std(),WALKING,24,-0.514246569655172
tBodyGyroJerk,Y,std(),WALKING,25,-0.799635384189189
tBodyGyroJerk,Y,std(),WALKING,26,-0.587000110847458
tBodyGyroJerk,Y,std(),WALKING,27,-0.634105502807018
tBodyGyroJerk,Y,std(),WALKING,28,-0.639018554444444
tBodyGyroJerk,Y,std(),WALKING,29,-0.587944298490566
tBodyGyroJerk,Y,std(),WALKING,30,-0.497621802307692
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,1,-0.238824827530612
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,2,-0.469396701106383
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,3,-0.680947338163265
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,4,-0.816858240222222
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,5,-0.514591487234043
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,6,-0.193508405479167
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,7,-0.299520205208511
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,8,-0.0704526510842105
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,9,-0.448602451190476
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,10,-0.471650977631579
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,11,-0.684593318695652
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,12,-0.517479109130435
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,13,-0.259163248340426
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,14,-0.284318020488889
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,15,-0.574964116428571
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,16,-0.583421784680851
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,17,-0.572144734130435
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,18,-0.752608622181818
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,19,-0.0146299196923077
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,20,-0.334568787888889
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,21,-0.442426840888889
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,22,-0.640280071388889
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,23,0.146650121972222
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,24,-0.519326735090909
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,25,-0.810444542413793
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,26,-0.5471984382
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,27,-0.459459295681818
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,28,-0.424567878478261
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,29,-0.693469035833333
tBodyGyroJerk,Y,std(),WALKING_DOWNSTAIRS,30,-0.613796303064516
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,1,-0.601696656226415
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,2,-0.645491337708333
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,3,-0.775774143389831
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,4,-0.840722752692308
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,5,-0.631822048297872
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,6,-0.486494120980392
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,7,-0.671243739607843
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,8,-0.424675673414634
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,9,-0.708604774693878
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,10,-0.60462905787234
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,11,-0.809459436666667
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,12,-0.761195612692308
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,13,-0.678805915818182
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,14,-0.371479721296296
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,15,-0.763053512083333
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,16,-0.77471906627451
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,17,-0.676722847708333
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,18,-0.828872171206897
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,19,-0.49212221875
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,20,-0.393988623529412
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,21,-0.604469603617021
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,22,-0.704255415
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,23,-0.493514122352941
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,24,-0.646644373728814
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,25,-0.839699143076923
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,26,-0.725210290909091
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,27,-0.711148438235294
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,28,-0.690571101960784
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,29,-0.73422519244898
tBodyGyroJerk,Y,std(),WALKING_UPSTAIRS,30,-0.743336958461538
tBodyGyroJerk,Z,mean(),LAYING,1,-0.0740501211
tBodyGyroJerk,Z,mean(),LAYING,2,-0.0701783020833333
tBodyGyroJerk,Z,mean(),LAYING,3,-0.06873387
tBodyGyroJerk,Z,mean(),LAYING,4,-0.0712156288333333
tBodyGyroJerk,Z,mean(),LAYING,5,-0.07083096875
tBodyGyroJerk,Z,mean(),LAYING,6,-0.0717774743859649
tBodyGyroJerk,Z,mean(),LAYING,7,-0.0671901794615385
tBodyGyroJerk,Z,mean(),LAYING,8,-0.0694123150925926
tBodyGyroJerk,Z,mean(),LAYING,9,-0.0569490475
tBodyGyroJerk,Z,mean(),LAYING,10,-0.0590744912758621
tBodyGyroJerk,Z,mean(),LAYING,11,-0.0666957489649123
tBodyGyroJerk,Z,mean(),LAYING,12,-0.0678909002816667
tBodyGyroJerk,Z,mean(),LAYING,13,-0.0648770419677419
tBodyGyroJerk,Z,mean(),LAYING,14,-0.0566171868039216
tBodyGyroJerk,Z,mean(),LAYING,15,-0.0624334556236111
tBodyGyroJerk,Z,mean(),LAYING,16,-0.0576790435142857
tBodyGyroJerk,Z,mean(),LAYING,17,-0.0604927046338028
tBodyGyroJerk,Z,mean(),LAYING,18,-0.0593135986615385
tBodyGyroJerk,Z,mean(),LAYING,19,-0.0599161477951807
tBodyGyroJerk,Z,mean(),LAYING,20,-0.0610028293088235
tBodyGyroJerk,Z,mean(),LAYING,21,-0.0601398663555556
tBodyGyroJerk,Z,mean(),LAYING,22,-0.0702723568194445
tBodyGyroJerk,Z,mean(),LAYING,23,-0.0621991626111111
tBodyGyroJerk,Z,mean(),LAYING,24,-0.0624116966805556
tBodyGyroJerk,Z,mean(),LAYING,25,-0.0596922147205479
tBodyGyroJerk,Z,mean(),LAYING,26,-0.0711533355789474
tBodyGyroJerk,Z,mean(),LAYING,27,-0.0642797849864865
tBodyGyroJerk,Z,mean(),LAYING,28,-0.05345019146375
tBodyGyroJerk,Z,mean(),LAYING,29,-0.0674469666086957
tBodyGyroJerk,Z,mean(),LAYING,30,-0.0595736770285714
tBodyGyroJerk,Z,mean(),SITTING,1,-0.046702627
tBodyGyroJerk,Z,mean(),SITTING,2,-0.04358509665
tBodyGyroJerk,Z,mean(),SITTING,3,-0.0590079966686538
tBodyGyroJerk,Z,mean(),SITTING,4,-0.0489964351672
tBodyGyroJerk,Z,mean(),SITTING,5,-0.0487714733568182
tBodyGyroJerk,Z,mean(),SITTING,6,-0.0465504310978182
tBodyGyroJerk,Z,mean(),SITTING,7,-0.0454566269166667
tBodyGyroJerk,Z,mean(),SITTING,8,-0.0445732240217391
tBodyGyroJerk,Z,mean(),SITTING,9,-0.052841489994
tBodyGyroJerk,Z,mean(),SITTING,10,-0.048941191502963
tBodyGyroJerk,Z,mean(),SITTING,11,-0.0505395462396226
tBodyGyroJerk,Z,mean(),SITTING,12,-0.0515634091411765
tBodyGyroJerk,Z,mean(),SITTING,13,-0.0466121595938776
tBodyGyroJerk,Z,mean(),SITTING,14,-0.0520121608148148
tBodyGyroJerk,Z,mean(),SITTING,15,-0.0524148341983051
tBodyGyroJerk,Z,mean(),SITTING,16,-0.0588371273536232
tBodyGyroJerk,Z,mean(),SITTING,17,-0.051090324421875
tBodyGyroJerk,Z,mean(),SITTING,18,-0.0523030404789474
tBodyGyroJerk,Z,mean(),SITTING,19,-0.0590801684246575
tBodyGyroJerk,Z,mean(),SITTING,20,-0.0465835149090909
tBodyGyroJerk,Z,mean(),SITTING,21,-0.0526409877294118
tBodyGyroJerk,Z,mean(),SITTING,22,-0.0517193986693548
tBodyGyroJerk,Z,mean(),SITTING,23,-0.0485561086867647
tBodyGyroJerk,Z,mean(),SITTING,24,-0.051596655125
tBodyGyroJerk,Z,mean(),SITTING,25,-0.0495595643230769
tBodyGyroJerk,Z,mean(),SITTING,26,-0.0487627204433077
tBodyGyroJerk,Z,mean(),SITTING,27,-0.0503883556285714
tBodyGyroJerk,Z,mean(),SITTING,28,-0.0579015362166667
tBodyGyroJerk,Z,mean(),SITTING,29,-0.047000897695
tBodyGyroJerk,Z,mean(),SITTING,30,-0.0488204595806452
tBodyGyroJerk,Z,mean(),STANDING,1,-0.0489505466716981
tBodyGyroJerk,Z,mean(),STANDING,2,-0.0546539479425926
tBodyGyroJerk,Z,mean(),STANDING,3,-0.0416832156688525
tBodyGyroJerk,Z,mean(),STANDING,4,-0.0490753497867857
tBodyGyroJerk,Z,mean(),STANDING,5,-0.0422221341625
tBodyGyroJerk,Z,mean(),STANDING,6,-0.0506432189438597
tBodyGyroJerk,Z,mean(),STANDING,7,-0.0545390015471698
tBodyGyroJerk,Z,mean(),STANDING,8,-0.0478483225666667
tBodyGyroJerk,Z,mean(),STANDING,9,-0.0575743131488889
tBodyGyroJerk,Z,mean(),STANDING,10,-0.0584162547045455
tBodyGyroJerk,Z,mean(),STANDING,11,-0.0524732752340426
tBodyGyroJerk,Z,mean(),STANDING,12,-0.0482863736885246
tBodyGyroJerk,Z,mean(),STANDING,13,-0.053926078122807
tBodyGyroJerk,Z,mean(),STANDING,14,-0.0509036177765
tBodyGyroJerk,Z,mean(),STANDING,15,-0.052278397190566
tBodyGyroJerk,Z,mean(),STANDING,16,-0.0544335294410256
tBodyGyroJerk,Z,mean(),STANDING,17,-0.0546331330897436
tBodyGyroJerk,Z,mean(),STANDING,18,-0.0532384453013699
tBodyGyroJerk,Z,mean(),STANDING,19,-0.0523769867072603
